id,loan_status,aproval_prob
67360,1,0.942
67361,0,0.0278
67362,0,0.0174
67363,0,0.0094
67364,0,0.0013
67365,0,0.0205
67366,0,0.0191
67367,0,0.0058
67368,0,0.0872
67369,0,0.0151
67370,0,0.0081
67371,0,0.0202
67372,1,0.905
67373,0,0.0046
67374,0,0.1704
67375,0,0.0083
67376,0,0.0155
67377,0,0.0144
67378,0,0.0168
67379,0,0.0067
67380,0,0.0042
67381,1,0.9681
67382,0,0.0068
67383,1,0.9488
67384,0,0.0049
67385,0,0.0198
67386,0,0.0184
67387,0,0.006
67388,0,0.0057
67389,0,0.0323
67390,0,0.0638
67391,1,0.965
67392,0,0.0202
67393,1,0.5392
67394,0,0.0077
67395,0,0.0025
67396,0,0.2006
67397,0,0.0125
67398,1,0.9682
67399,0,0.0251
67400,0,0.0118
67401,0,0.0123
67402,0,0.0219
67403,0,0.011
67404,0,0.0144
67405,1,0.9422
67406,1,0.8345
67407,0,0.0688
67408,0,0.1928
67409,1,0.958
67410,0,0.1164
67411,0,0.0024
67412,0,0.0148
67413,0,0.0247
67414,0,0.0557
67415,0,0.0782
67416,1,0.7588
67417,0,0.0085
67418,0,0.1886
67419,0,0.0016
67420,0,0.0856
67421,0,0.0066
67422,0,0.0776
67423,0,0.0497
67424,0,0.2151
67425,1,0.9681
67426,0,0.0271
67427,0,0.0054
67428,0,0.0061
67429,0,0.0414
67430,1,0.8869
67431,0,0.0102
67432,0,0.132
67433,0,0.0024
67434,0,0.2198
67435,0,0.0134
67436,0,0.0925
67437,0,0.0693
67438,0,0.03
67439,0,0.0033
67440,0,0.0316
67441,1,0.9427
67442,0,0.0074
67443,0,0.0149
67444,1,0.9827
67445,0,0.0087
67446,0,0.0836
67447,0,0.0028
67448,0,0.0273
67449,0,0.0187
67450,0,0.0057
67451,0,0.0044
67452,0,0.0767
67453,0,0.0011
67454,0,0.0556
67455,0,0.1384
67456,0,0.008
67457,0,0.0493
67458,0,0.0057
67459,0,0.0401
67460,0,0.0382
67461,0,0.0073
67462,1,0.9857
67463,0,0.0187
67464,1,0.9173
67465,0,0.0265
67466,0,0.0243
67467,0,0.0198
67468,1,0.8976
67469,0,0.01
67470,0,0.015
67471,0,0.2767
67472,0,0.0029
67473,0,0.054
67474,0,0.0412
67475,0,0.149
67476,0,0.0058
67477,0,0.0147
67478,0,0.0093
67479,0,0.1202
67480,0,0.0105
67481,0,0.0155
67482,0,0.018
67483,0,0.008
67484,0,0.0082
67485,0,0.0372
67486,0,0.0064
67487,0,0.0229
67488,0,0.0537
67489,0,0.0049
67490,0,0.0584
67491,1,0.8048
67492,0,0.4589
67493,0,0.0213
67494,1,0.8867
67495,0,0.0134
67496,0,0.0159
67497,0,0.0012
67498,0,0.0354
67499,0,0.0462
67500,0,0.0442
67501,1,0.945
67502,0,0.0226
67503,0,0.022
67504,0,0.0473
67505,0,0.0069
67506,1,0.9075
67507,0,0.049
67508,0,0.0034
67509,0,0.009
67510,1,0.8843
67511,0,0.0981
67512,0,0.0579
67513,0,0.0121
67514,0,0.0433
67515,1,0.9706
67516,1,0.9379
67517,0,0.042
67518,0,0.0508
67519,0,0.0112
67520,0,0.0334
67521,0,0.0078
67522,0,0.0226
67523,0,0.16
67524,0,0.0313
67525,0,0.0024
67526,0,0.11
67527,1,0.9864
67528,0,0.0799
67529,0,0.0145
67530,0,0.0127
67531,0,0.0193
67532,0,0.0057
67533,0,0.2086
67534,0,0.0753
67535,0,0.0204
67536,0,0.0155
67537,0,0.0981
67538,0,0.0248
67539,0,0.0219
67540,0,0.0284
67541,0,0.002
67542,0,0.0131
67543,0,0.0012
67544,0,0.0621
67545,0,0.0029
67546,0,0.0151
67547,0,0.0012
67548,0,0.0173
67549,0,0.0094
67550,0,0.008
67551,0,0.0069
67552,0,0.0104
67553,0,0.0183
67554,0,0.003
67555,0,0.3076
67556,0,0.0165
67557,0,0.0121
67558,1,0.9594
67559,0,0.0092
67560,0,0.0446
67561,0,0.0227
67562,0,0.0117
67563,0,0.0161
67564,0,0.0769
67565,0,0.025
67566,0,0.007
67567,0,0.0052
67568,0,0.0151
67569,0,0.0285
67570,0,0.0151
67571,0,0.0074
67572,0,0.009
67573,0,0.0169
67574,0,0.0902
67575,0,0.0523
67576,0,0.3995
67577,0,0.0787
67578,1,0.9323
67579,0,0.089
67580,0,0.026
67581,0,0.0026
67582,0,0.007
67583,0,0.0559
67584,1,0.7892
67585,1,0.9922
67586,0,0.0188
67587,0,0.0313
67588,0,0.1618
67589,1,0.984
67590,0,0.0057
67591,0,0.0039
67592,0,0.0112
67593,0,0.0077
67594,0,0.0183
67595,0,0.0516
67596,0,0.0148
67597,0,0.0156
67598,0,0.0053
67599,0,0.0281
67600,0,0.0046
67601,0,0.0722
67602,0,0.01
67603,1,0.9124
67604,0,0.0221
67605,0,0.0065
67606,0,0.0138
67607,0,0.0082
67608,0,0.016
67609,0,0.0325
67610,0,0.0034
67611,0,0.0037
67612,0,0.0614
67613,0,0.0206
67614,0,0.0089
67615,0,0.0105
67616,0,0.0277
67617,0,0.0176
67618,0,0.3744
67619,0,0.016
67620,0,0.0175
67621,0,0.0406
67622,0,0.0413
67623,0,0.0152
67624,0,0.0025
67625,0,0.0306
67626,0,0.0621
67627,0,0.0048
67628,0,0.0065
67629,0,0.005
67630,0,0.0362
67631,0,0.0026
67632,0,0.0863
67633,0,0.2526
67634,0,0.0068
67635,1,0.9693
67636,0,0.3783
67637,0,0.0136
67638,0,0.1085
67639,0,0.0021
67640,0,0.0018
67641,0,0.0154
67642,0,0.0067
67643,0,0.0213
67644,0,0.495
67645,0,0.0094
67646,0,0.0065
67647,0,0.0052
67648,0,0.0123
67649,0,0.0127
67650,0,0.0468
67651,0,0.0014
67652,0,0.0429
67653,0,0.0233
67654,0,0.2227
67655,0,0.2758
67656,0,0.0172
67657,0,0.2179
67658,0,0.0255
67659,0,0.2473
67660,0,0.0072
67661,0,0.0124
67662,1,0.9676
67663,0,0.1141
67664,1,0.8781
67665,1,0.9621
67666,0,0.0183
67667,0,0.0182
67668,0,0.0043
67669,0,0.0225
67670,0,0.0175
67671,0,0.0204
67672,0,0.0455
67673,0,0.0094
67674,0,0.1341
67675,0,0.0349
67676,0,0.0202
67677,0,0.0435
67678,0,0.0617
67679,0,0.0739
67680,0,0.0368
67681,1,0.5151
67682,1,0.9277
67683,1,0.9692
67684,0,0.0319
67685,0,0.0671
67686,0,0.0077
67687,0,0.0068
67688,0,0.0029
67689,0,0.0097
67690,0,0.1389
67691,0,0.162
67692,0,0.0132
67693,0,0.0319
67694,0,0.0515
67695,1,0.9682
67696,0,0.0308
67697,0,0.0185
67698,0,0.0101
67699,0,0.1165
67700,0,0.0119
67701,0,0.0584
67702,0,0.0063
67703,0,0.012
67704,1,0.9579
67705,0,0.0388
67706,0,0.0076
67707,0,0.0067
67708,0,0.0081
67709,0,0.0388
67710,0,0.01
67711,0,0.0699
67712,0,0.0076
67713,0,0.0209
67714,0,0.0604
67715,0,0.0165
67716,0,0.0473
67717,0,0.045
67718,0,0.1965
67719,1,0.9564
67720,0,0.0213
67721,0,0.3527
67722,0,0.0101
67723,0,0.0158
67724,0,0.0576
67725,0,0.0154
67726,0,0.2989
67727,0,0.0914
67728,1,0.8592
67729,0,0.0267
67730,0,0.0809
67731,1,0.7871
67732,0,0.0093
67733,0,0.1326
67734,1,0.8536
67735,0,0.015
67736,0,0.0335
67737,1,0.9575
67738,0,0.0092
67739,0,0.0108
67740,0,0.0078
67741,0,0.0192
67742,0,0.0184
67743,0,0.0078
67744,0,0.0264
67745,0,0.0129
67746,0,0.0098
67747,0,0.0199
67748,0,0.0053
67749,0,0.026
67750,0,0.0032
67751,1,0.9626
67752,0,0.0154
67753,0,0.0499
67754,0,0.0573
67755,0,0.0302
67756,0,0.0646
67757,0,0.0143
67758,0,0.0368
67759,1,0.9603
67760,0,0.0112
67761,0,0.0242
67762,0,0.0109
67763,0,0.0908
67764,0,0.0217
67765,0,0.0295
67766,0,0.0139
67767,0,0.0198
67768,0,0.0132
67769,0,0.0301
67770,0,0.0217
67771,0,0.0171
67772,1,0.6015
67773,0,0.0095
67774,0,0.0802
67775,0,0.0779
67776,0,0.0528
67777,0,0.0098
67778,1,0.9642
67779,1,0.885
67780,0,0.004
67781,0,0.0043
67782,0,0.0129
67783,0,0.0026
67784,0,0.0064
67785,1,0.9897
67786,0,0.0261
67787,0,0.0869
67788,0,0.0187
67789,0,0.0342
67790,0,0.0271
67791,0,0.0026
67792,0,0.0195
67793,0,0.025
67794,0,0.0072
67795,0,0.0064
67796,0,0.0096
67797,0,0.0019
67798,0,0.0016
67799,0,0.0055
67800,0,0.0053
67801,0,0.026
67802,0,0.2672
67803,0,0.0119
67804,1,0.9621
67805,1,0.6772
67806,0,0.1268
67807,0,0.0887
67808,0,0.0071
67809,0,0.1361
67810,0,0.0154
67811,0,0.0177
67812,0,0.0055
67813,0,0.1744
67814,0,0.0012
67815,0,0.0115
67816,0,0.0162
67817,0,0.0048
67818,0,0.019
67819,0,0.0628
67820,0,0.0155
67821,1,0.9328
67822,0,0.0279
67823,0,0.0325
67824,0,0.0054
67825,0,0.0099
67826,0,0.0046
67827,0,0.0212
67828,0,0.0146
67829,0,0.1296
67830,0,0.1034
67831,0,0.0168
67832,0,0.0825
67833,0,0.3506
67834,0,0.0156
67835,0,0.0079
67836,0,0.0598
67837,0,0.0175
67838,0,0.0569
67839,0,0.0043
67840,0,0.0212
67841,0,0.0168
67842,0,0.0264
67843,0,0.0219
67844,0,0.0073
67845,0,0.0136
67846,0,0.0234
67847,0,0.0156
67848,0,0.0444
67849,0,0.0257
67850,0,0.0036
67851,0,0.0115
67852,0,0.002
67853,0,0.0932
67854,0,0.0106
67855,0,0.0016
67856,0,0.0081
67857,0,0.0261
67858,0,0.0016
67859,0,0.0056
67860,0,0.027
67861,0,0.0313
67862,0,0.0775
67863,0,0.0049
67864,0,0.0429
67865,0,0.0365
67866,0,0.0455
67867,0,0.134
67868,0,0.014
67869,0,0.0276
67870,0,0.0581
67871,0,0.0084
67872,0,0.0202
67873,0,0.0173
67874,0,0.0248
67875,0,0.0098
67876,0,0.2663
67877,0,0.1748
67878,0,0.1945
67879,0,0.0463
67880,0,0.1213
67881,0,0.0172
67882,0,0.015
67883,0,0.0245
67884,0,0.0928
67885,0,0.0011
67886,1,0.8493
67887,0,0.0225
67888,0,0.0716
67889,0,0.0151
67890,0,0.0182
67891,0,0.0669
67892,0,0.0157
67893,1,0.9539
67894,0,0.0182
67895,0,0.0112
67896,0,0.014
67897,0,0.0083
67898,0,0.068
67899,0,0.084
67900,0,0.0434
67901,0,0.0058
67902,0,0.0092
67903,0,0.0372
67904,1,0.998
67905,0,0.0234
67906,0,0.0545
67907,0,0.0449
67908,0,0.0204
67909,0,0.0198
67910,0,0.2929
67911,0,0.2104
67912,0,0.2147
67913,0,0.406
67914,0,0.0065
67915,0,0.0389
67916,0,0.0017
67917,0,0.01
67918,0,0.0042
67919,0,0.0627
67920,0,0.0679
67921,0,0.0108
67922,0,0.0513
67923,0,0.286
67924,0,0.0263
67925,0,0.0141
67926,0,0.0254
67927,0,0.0864
67928,0,0.0713
67929,0,0.0612
67930,0,0.0151
67931,1,0.5314
67932,0,0.01
67933,0,0.0105
67934,0,0.1706
67935,0,0.0036
67936,0,0.0193
67937,0,0.0731
67938,0,0.0229
67939,0,0.0199
67940,0,0.0088
67941,0,0.0453
67942,0,0.0066
67943,0,0.0382
67944,0,0.023
67945,0,0.0061
67946,0,0.0245
67947,0,0.0609
67948,0,0.0166
67949,0,0.0138
67950,0,0.0147
67951,0,0.0583
67952,0,0.0078
67953,0,0.0171
67954,0,0.0079
67955,0,0.0379
67956,0,0.0062
67957,0,0.0664
67958,0,0.0153
67959,0,0.0348
67960,0,0.0341
67961,0,0.0565
67962,0,0.0148
67963,0,0.0926
67964,0,0.0054
67965,0,0.0593
67966,0,0.0478
67967,0,0.0037
67968,0,0.1004
67969,0,0.0095
67970,0,0.0201
67971,0,0.014
67972,0,0.0419
67973,0,0.0431
67974,0,0.0242
67975,1,0.8651
67976,0,0.0267
67977,1,0.9623
67978,0,0.1361
67979,0,0.1756
67980,0,0.0358
67981,0,0.0255
67982,1,0.9835
67983,0,0.0386
67984,0,0.1077
67985,0,0.0125
67986,0,0.023
67987,0,0.2385
67988,1,0.8721
67989,0,0.0147
67990,0,0.023
67991,0,0.0121
67992,0,0.0504
67993,0,0.0161
67994,0,0.0722
67995,0,0.2465
67996,0,0.0028
67997,0,0.0132
67998,0,0.007
67999,1,0.9513
68000,0,0.0043
68001,0,0.1159
68002,0,0.0099
68003,1,0.9746
68004,0,0.0497
68005,0,0.0676
68006,0,0.0469
68007,0,0.0089
68008,0,0.062
68009,0,0.0159
68010,0,0.204
68011,0,0.0193
68012,0,0.0062
68013,1,0.9816
68014,0,0.0098
68015,0,0.0757
68016,1,0.98
68017,0,0.0141
68018,0,0.0185
68019,0,0.0682
68020,0,0.0372
68021,0,0.1302
68022,0,0.0289
68023,0,0.1161
68024,0,0.0089
68025,0,0.0263
68026,0,0.0103
68027,1,0.969
68028,0,0.045
68029,0,0.0129
68030,0,0.0102
68031,0,0.0164
68032,0,0.0049
68033,0,0.0246
68034,1,0.9734
68035,1,0.9754
68036,0,0.0013
68037,0,0.0072
68038,0,0.0061
68039,0,0.1406
68040,1,0.9878
68041,0,0.0505
68042,0,0.0648
68043,0,0.0734
68044,0,0.0192
68045,0,0.0865
68046,0,0.0188
68047,0,0.2638
68048,0,0.0465
68049,1,0.8975
68050,0,0.0129
68051,0,0.0215
68052,0,0.0338
68053,0,0.0065
68054,0,0.0179
68055,0,0.0148
68056,0,0.0359
68057,0,0.0725
68058,0,0.2315
68059,0,0.0016
68060,0,0.0152
68061,0,0.0512
68062,0,0.0082
68063,1,0.9572
68064,0,0.0093
68065,0,0.0155
68066,0,0.01
68067,1,0.9702
68068,0,0.0049
68069,0,0.0342
68070,0,0.0537
68071,0,0.0182
68072,0,0.0191
68073,1,0.9633
68074,1,0.998
68075,0,0.0122
68076,0,0.0432
68077,0,0.0552
68078,1,0.9774
68079,0,0.0253
68080,0,0.0277
68081,0,0.0286
68082,0,0.04
68083,0,0.0185
68084,0,0.028
68085,0,0.0229
68086,0,0.0427
68087,0,0.0013
68088,0,0.0419
68089,0,0.017
68090,0,0.0011
68091,1,0.8984
68092,0,0.047
68093,0,0.0271
68094,0,0.0055
68095,0,0.0517
68096,0,0.0699
68097,0,0.0154
68098,1,0.9813
68099,1,0.9535
68100,0,0.0201
68101,0,0.0162
68102,0,0.0091
68103,0,0.2657
68104,0,0.1355
68105,0,0.0372
68106,0,0.0134
68107,0,0.007
68108,0,0.0268
68109,0,0.3033
68110,0,0.0765
68111,0,0.0521
68112,0,0.0681
68113,0,0.0181
68114,0,0.0404
68115,0,0.0617
68116,0,0.007
68117,0,0.0325
68118,0,0.0234
68119,0,0.0089
68120,0,0.0549
68121,0,0.0085
68122,0,0.0235
68123,0,0.0135
68124,0,0.033
68125,0,0.0109
68126,0,0.0708
68127,0,0.0147
68128,0,0.0184
68129,0,0.0941
68130,1,0.9537
68131,0,0.0281
68132,0,0.081
68133,0,0.1363
68134,0,0.0143
68135,0,0.073
68136,0,0.0116
68137,0,0.0712
68138,0,0.019
68139,0,0.0406
68140,0,0.076
68141,0,0.0259
68142,0,0.01
68143,0,0.0143
68144,0,0.2402
68145,0,0.0105
68146,0,0.016
68147,0,0.0219
68148,0,0.0153
68149,0,0.0095
68150,0,0.0525
68151,0,0.0204
68152,0,0.3853
68153,0,0.0367
68154,0,0.0444
68155,0,0.0215
68156,0,0.0107
68157,0,0.0129
68158,1,0.919
68159,0,0.0123
68160,0,0.0094
68161,0,0.0012
68162,0,0.0099
68163,1,0.8014
68164,0,0.02
68165,0,0.2223
68166,0,0.0439
68167,0,0.0276
68168,0,0.0068
68169,0,0.0307
68170,0,0.0593
68171,0,0.0051
68172,0,0.0059
68173,0,0.0015
68174,0,0.0165
68175,0,0.0162
68176,1,0.9617
68177,0,0.0116
68178,0,0.0226
68179,0,0.0073
68180,0,0.0233
68181,0,0.0887
68182,0,0.0473
68183,1,0.9808
68184,0,0.0081
68185,0,0.0617
68186,0,0.0275
68187,0,0.009
68188,0,0.0104
68189,0,0.0025
68190,0,0.0339
68191,0,0.0402
68192,0,0.0049
68193,0,0.0325
68194,0,0.0061
68195,0,0.0047
68196,0,0.0158
68197,0,0.1958
68198,1,0.6959
68199,0,0.0358
68200,0,0.0161
68201,0,0.0189
68202,0,0.0143
68203,0,0.2137
68204,1,0.9883
68205,1,0.7386
68206,0,0.2201
68207,0,0.0122
68208,0,0.1757
68209,0,0.0101
68210,1,0.9953
68211,0,0.0185
68212,0,0.0148
68213,0,0.0478
68214,0,0.0398
68215,0,0.0366
68216,0,0.2996
68217,0,0.003
68218,0,0.0789
68219,0,0.2756
68220,0,0.0133
68221,0,0.0578
68222,0,0.2676
68223,0,0.0548
68224,0,0.0652
68225,0,0.0089
68226,0,0.0073
68227,1,0.8667
68228,0,0.1506
68229,0,0.0285
68230,0,0.003
68231,0,0.0306
68232,0,0.0634
68233,0,0.008
68234,0,0.0082
68235,0,0.1518
68236,0,0.022
68237,0,0.0996
68238,0,0.0026
68239,0,0.0714
68240,0,0.0408
68241,0,0.0284
68242,0,0.0173
68243,0,0.0535
68244,0,0.0465
68245,0,0.0061
68246,0,0.0074
68247,0,0.0192
68248,0,0.0107
68249,0,0.0138
68250,0,0.0149
68251,0,0.0147
68252,0,0.0723
68253,0,0.0032
68254,0,0.011
68255,0,0.0418
68256,0,0.0075
68257,0,0.0014
68258,1,0.9388
68259,0,0.1046
68260,0,0.0325
68261,0,0.0045
68262,0,0.002
68263,0,0.009
68264,0,0.0151
68265,1,0.991
68266,0,0.0241
68267,0,0.0459
68268,0,0.0317
68269,0,0.0089
68270,0,0.0089
68271,0,0.0145
68272,0,0.1519
68273,0,0.0177
68274,0,0.0058
68275,1,0.723
68276,0,0.3827
68277,0,0.0067
68278,0,0.0076
68279,0,0.0659
68280,0,0.0152
68281,0,0.0325
68282,0,0.0539
68283,0,0.0187
68284,0,0.0127
68285,0,0.0509
68286,0,0.0017
68287,0,0.0036
68288,0,0.0739
68289,0,0.0086
68290,0,0.0098
68291,0,0.1097
68292,0,0.025
68293,0,0.0006
68294,0,0.1309
68295,1,0.9421
68296,1,0.9127
68297,0,0.0215
68298,0,0.0096
68299,0,0.0842
68300,0,0.0426
68301,0,0.0063
68302,0,0.0253
68303,0,0.0324
68304,0,0.0119
68305,0,0.0171
68306,0,0.0289
68307,0,0.0023
68308,0,0.052
68309,0,0.0112
68310,0,0.0588
68311,0,0.0531
68312,0,0.0192
68313,0,0.0008
68314,0,0.0188
68315,1,0.7742
68316,0,0.0644
68317,0,0.017
68318,0,0.0349
68319,0,0.0038
68320,0,0.0214
68321,0,0.0062
68322,0,0.1766
68323,0,0.0162
68324,0,0.0573
68325,0,0.0084
68326,0,0.012
68327,0,0.0476
68328,0,0.0187
68329,0,0.0184
68330,0,0.0238
68331,0,0.0794
68332,0,0.1267
68333,0,0.0087
68334,0,0.0568
68335,0,0.2422
68336,1,0.9545
68337,0,0.012
68338,0,0.0079
68339,1,0.926
68340,0,0.0068
68341,0,0.0231
68342,1,0.8304
68343,0,0.0219
68344,0,0.0018
68345,1,0.9491
68346,0,0.0056
68347,0,0.0018
68348,0,0.0268
68349,0,0.0355
68350,1,0.9116
68351,0,0.0523
68352,0,0.0007
68353,0,0.0095
68354,1,0.9811
68355,0,0.0152
68356,0,0.0241
68357,1,0.952
68358,0,0.021
68359,0,0.0255
68360,0,0.3376
68361,0,0.0217
68362,0,0.0475
68363,0,0.0076
68364,0,0.0049
68365,0,0.0074
68366,0,0.0212
68367,0,0.0309
68368,0,0.066
68369,1,0.9429
68370,1,0.9737
68371,0,0.4786
68372,1,0.6446
68373,0,0.0441
68374,0,0.061
68375,0,0.0074
68376,0,0.0918
68377,0,0.1101
68378,0,0.0128
68379,0,0.0065
68380,0,0.0632
68381,0,0.0219
68382,0,0.0293
68383,0,0.0427
68384,0,0.0208
68385,0,0.0587
68386,0,0.0172
68387,0,0.0414
68388,0,0.0573
68389,0,0.2279
68390,0,0.0597
68391,0,0.0351
68392,0,0.0192
68393,0,0.0368
68394,1,0.9602
68395,0,0.0102
68396,0,0.2031
68397,0,0.0308
68398,0,0.177
68399,0,0.012
68400,0,0.1192
68401,0,0.2523
68402,0,0.0246
68403,0,0.1763
68404,1,0.9678
68405,0,0.0245
68406,0,0.0144
68407,1,0.9778
68408,0,0.3146
68409,0,0.0305
68410,0,0.0737
68411,0,0.0094
68412,0,0.11
68413,0,0.027
68414,1,0.963
68415,0,0.3611
68416,0,0.0353
68417,0,0.1411
68418,0,0.0501
68419,0,0.0538
68420,0,0.04
68421,1,0.6933
68422,0,0.0026
68423,0,0.014
68424,1,0.9402
68425,0,0.0124
68426,0,0.0058
68427,0,0.0955
68428,0,0.0998
68429,0,0.0144
68430,0,0.0067
68431,0,0.0141
68432,0,0.0025
68433,0,0.009
68434,0,0.0366
68435,1,0.9932
68436,0,0.0618
68437,0,0.0112
68438,0,0.0342
68439,0,0.0071
68440,0,0.0066
68441,0,0.2099
68442,0,0.0116
68443,0,0.066
68444,1,0.9708
68445,0,0.0232
68446,0,0.0193
68447,0,0.0025
68448,0,0.1466
68449,0,0.0105
68450,1,0.7573
68451,0,0.024
68452,0,0.0097
68453,0,0.0313
68454,0,0.0517
68455,0,0.0471
68456,0,0.3098
68457,0,0.0287
68458,0,0.0154
68459,0,0.0316
68460,0,0.01
68461,0,0.0157
68462,0,0.0107
68463,0,0.0264
68464,0,0.046
68465,0,0.0219
68466,0,0.0076
68467,0,0.0584
68468,0,0.0134
68469,0,0.0531
68470,0,0.0022
68471,1,0.9554
68472,0,0.0079
68473,0,0.0455
68474,1,0.7302
68475,0,0.0498
68476,0,0.0052
68477,0,0.0229
68478,0,0.0045
68479,0,0.0132
68480,0,0.0535
68481,0,0.0103
68482,0,0.1075
68483,0,0.0399
68484,0,0.014
68485,0,0.0141
68486,0,0.0762
68487,0,0.0051
68488,1,0.9678
68489,0,0.1123
68490,0,0.0189
68491,0,0.0803
68492,0,0.3073
68493,0,0.0285
68494,0,0.0042
68495,0,0.005
68496,0,0.0829
68497,0,0.0702
68498,0,0.008
68499,0,0.0254
68500,0,0.0962
68501,0,0.0083
68502,0,0.129
68503,0,0.0151
68504,0,0.0184
68505,0,0.0096
68506,0,0.0435
68507,0,0.0096
68508,0,0.0146
68509,0,0.2234
68510,0,0.0037
68511,0,0.0068
68512,0,0.0631
68513,0,0.0061
68514,1,0.9089
68515,0,0.0504
68516,0,0.0438
68517,0,0.0027
68518,1,0.9626
68519,0,0.0408
68520,0,0.034
68521,0,0.0115
68522,0,0.2614
68523,0,0.0052
68524,0,0.4476
68525,0,0.0061
68526,0,0.2088
68527,0,0.0293
68528,0,0.1009
68529,0,0.0124
68530,0,0.0138
68531,0,0.0098
68532,0,0.0019
68533,1,0.9749
68534,0,0.0189
68535,0,0.3863
68536,0,0.0068
68537,0,0.0674
68538,0,0.0247
68539,0,0.0143
68540,0,0.0143
68541,0,0.0116
68542,0,0.006
68543,0,0.0209
68544,0,0.0125
68545,0,0.0183
68546,0,0.0118
68547,1,0.9586
68548,0,0.0251
68549,0,0.0036
68550,1,0.9618
68551,1,0.9392
68552,0,0.0023
68553,0,0.1633
68554,0,0.049
68555,0,0.0844
68556,0,0.0642
68557,0,0.0471
68558,1,0.9309
68559,0,0.0342
68560,1,0.9576
68561,0,0.1539
68562,0,0.2106
68563,0,0.4468
68564,0,0.0203
68565,0,0.0234
68566,0,0.0061
68567,0,0.01
68568,0,0.0382
68569,0,0.0502
68570,0,0.0113
68571,1,0.9689
68572,0,0.1416
68573,0,0.0155
68574,0,0.0413
68575,0,0.005
68576,0,0.0146
68577,0,0.1033
68578,0,0.081
68579,0,0.007
68580,0,0.0087
68581,0,0.062
68582,0,0.1278
68583,1,0.9939
68584,0,0.0135
68585,1,0.9559
68586,0,0.2498
68587,0,0.0104
68588,0,0.0396
68589,0,0.0161
68590,1,0.9735
68591,0,0.0436
68592,1,0.9751
68593,0,0.0067
68594,0,0.0396
68595,0,0.004
68596,0,0.0757
68597,0,0.1862
68598,0,0.0285
68599,0,0.0206
68600,0,0.0124
68601,0,0.0114
68602,0,0.0866
68603,0,0.0377
68604,0,0.3989
68605,0,0.0826
68606,0,0.0492
68607,0,0.0083
68608,0,0.0324
68609,0,0.002
68610,0,0.0462
68611,0,0.0174
68612,1,0.9541
68613,0,0.0232
68614,0,0.0321
68615,0,0.1199
68616,0,0.0074
68617,0,0.0529
68618,0,0.042
68619,0,0.3474
68620,0,0.0201
68621,0,0.0716
68622,0,0.0073
68623,0,0.0136
68624,0,0.0033
68625,0,0.2858
68626,0,0.0254
68627,0,0.0254
68628,0,0.0126
68629,0,0.0378
68630,1,0.8507
68631,0,0.0055
68632,0,0.0214
68633,0,0.0129
68634,0,0.0026
68635,1,0.8613
68636,0,0.0355
68637,0,0.0178
68638,0,0.0619
68639,1,0.7968
68640,0,0.0334
68641,1,0.6887
68642,0,0.0284
68643,0,0.0072
68644,0,0.0382
68645,1,0.9653
68646,0,0.0437
68647,0,0.0139
68648,0,0.0084
68649,0,0.0112
68650,1,0.9262
68651,0,0.0669
68652,0,0.0301
68653,1,0.963
68654,0,0.0845
68655,0,0.0246
68656,0,0.0233
68657,0,0.0251
68658,1,0.96
68659,0,0.0198
68660,0,0.0466
68661,0,0.0655
68662,0,0.0178
68663,0,0.0357
68664,0,0.0016
68665,0,0.0228
68666,0,0.0254
68667,0,0.0322
68668,0,0.0016
68669,0,0.0961
68670,0,0.0655
68671,0,0.0218
68672,0,0.0161
68673,0,0.034
68674,0,0.0221
68675,0,0.0147
68676,0,0.008
68677,0,0.1211
68678,0,0.0299
68679,0,0.0346
68680,0,0.0262
68681,0,0.0044
68682,0,0.0263
68683,0,0.1147
68684,0,0.0921
68685,0,0.0291
68686,0,0.0066
68687,0,0.0157
68688,0,0.1167
68689,0,0.0008
68690,0,0.01
68691,0,0.0145
68692,0,0.0085
68693,0,0.1588
68694,0,0.0149
68695,0,0.0452
68696,1,0.9733
68697,0,0.0026
68698,0,0.0121
68699,0,0.4437
68700,1,0.9761
68701,0,0.037
68702,0,0.02
68703,0,0.0747
68704,0,0.2331
68705,0,0.0245
68706,0,0.099
68707,1,0.8823
68708,0,0.0161
68709,0,0.0096
68710,0,0.0975
68711,0,0.1936
68712,0,0.0117
68713,0,0.0763
68714,0,0.0796
68715,0,0.0017
68716,0,0.0123
68717,0,0.1049
68718,0,0.052
68719,0,0.0613
68720,0,0.073
68721,0,0.0722
68722,0,0.0184
68723,1,0.9868
68724,0,0.071
68725,0,0.0123
68726,0,0.0539
68727,0,0.0099
68728,0,0.0104
68729,0,0.1681
68730,0,0.005
68731,0,0.1107
68732,0,0.0364
68733,0,0.008
68734,0,0.0042
68735,0,0.2303
68736,0,0.0226
68737,0,0.0151
68738,0,0.0057
68739,0,0.0178
68740,0,0.0238
68741,0,0.153
68742,0,0.0029
68743,0,0.0088
68744,1,0.993
68745,0,0.0121
68746,0,0.141
68747,0,0.008
68748,1,0.9743
68749,0,0.0194
68750,0,0.1052
68751,0,0.0126
68752,0,0.0739
68753,0,0.0018
68754,0,0.0704
68755,0,0.0093
68756,0,0.0339
68757,0,0.0233
68758,0,0.2074
68759,0,0.0161
68760,0,0.0258
68761,0,0.0489
68762,1,0.8275
68763,0,0.0006
68764,1,0.9881
68765,0,0.0933
68766,0,0.061
68767,0,0.0015
68768,0,0.0084
68769,0,0.0241
68770,0,0.0048
68771,0,0.0755
68772,0,0.0077
